pl_name,hostname,discoverymethod,disc_year,pl_orbper,pl_rade,pl_bmasse,pl_eqt,st_teff,st_rad,st_mass,sy_dist,is_borderline_massive,size_class,temp_zone,P_HABITABLE,P_ESI,P_TYPE,P_HABZONE_OPT,P_HABZONE_CON,hwc_habitable_label
HD 2039 b,HD 2039,Radial Velocity,2002,1120.0,12.7,1999.1507,210.84,5945.0,1.19,1.23,85.6922,False,Giant,Temperate,0.0,0.34155617,Jovian,0.0,0.0,Not habitable
HAT-P-8 b,HAT-P-8,Transit,2008,3.07634,15.6926,406.8224,1713.0,6200.0,1.57,1.27,211.553,False,Giant,Too Hot,0.0,0.058647597,Jovian,0.0,0.0,Not habitable
K2-43 b,K2-43,Transit,2016,3.471149,4.51,18.5,939.3,3840.6,0.542,0.571,182.536,False,Sub-Neptune/Neptune,Too Hot,0.0,0.18855171,Neptunian,0.0,0.0,Not habitable
Kepler-1753 b,Kepler-1753,Transit,2021,16.00460052,2.22678077,5.59,583.0,5180.0,0.769,0.86,707.688,False,Sub-Neptune/Neptune,Too Hot,0.0,0.30659205,Superterran,0.0,0.0,Not habitable
Kepler-1176 b,Kepler-1176,Transit,2016,24.1738579,2.45,6.57,595.0,5844.0,1.02,1.01,864.699,False,Sub-Neptune/Neptune,Too Hot,0.0,0.27448408,Superterran,0.0,0.0,Not habitable
K2-126 b,K2-126,Transit,2017,7.385655,1.97,4.54,601.0,4339.0,0.65,0.69,102.953,False,Super-Earth,Too Hot,0.0,0.29823506,Superterran,0.0,0.0,Not habitable
Kepler-1263 b,Kepler-1263,Transit,2016,4.55139967,1.14,1.55,907.0,5213.0,0.8,0.84,664.83,False,Earth-sized,Too Hot,0.0,0.30043861,Terran,0.0,0.0,Not habitable
Kepler-1416 b,Kepler-1416,Transit,2016,1.49514952,0.88,0.615,1870.0,6019.0,1.15,1.09,949.59,False,Earth-sized,Too Hot,0.0,0.29193879,Terran,0.0,0.0,Not habitable
Kepler-1542 c,Kepler-1542,Transit,2016,2.89223021,0.65,0.208,1287.0,5564.0,0.99,0.94,399.114,False,Earth-sized,Too Hot,0.0,0.27893939,Subterran,0.0,0.0,Not habitable
K2-85 b,K2-85,Transit,2016,0.68453862616,1.4,3.2,1355.0,4232.0,0.71,0.7,97.2179,False,Super-Earth,Too Hot,0.0,0.29147447,Terran,0.0,0.0,Not habitable
Kepler-368 c,Kepler-368,Transit,2014,72.379334,3.88,14.3,575.0,5502.0,2.019,1.165,770.978,False,Sub-Neptune/Neptune,Too Hot,0.0,0.22033473,Neptunian,0.0,0.0,Not habitable
K2-123 b,K2-123,Transit,2017,30.951524,2.76,8.05,338.0,4035.0,0.59,0.62,161.555,False,Sub-Neptune/Neptune,Too Hot,0.0,0.53981707,Neptunian,0.0,0.0,Not habitable
Kepler-770 b,Kepler-770,Transit,2016,18.92540274,2.3,5.9,1171.0,5598.0,0.92,0.94,930.457,False,Sub-Neptune/Neptune,Too Hot,0.0,0.27241083,Superterran,0.0,0.0,Not habitable
Kepler-1399 b,Kepler-1399,Transit,2016,1.638653058,1.25,2.1,1610.0,5735.0,0.96,0.97,1385.7,False,Super-Earth,Too Hot,0.0,0.28958731,Terran,0.0,0.0,Not habitable
Kepler-723 b,Kepler-723,Transit,2016,4.082275068,12.19,,1016.0,5539.0,0.89,0.92,1071.8,False,Giant,Too Hot,0.0,0.076369475,Jovian,0.0,0.0,Not habitable
K2-107 b,K2-107,Transit,2017,3.313959,15.98,266.9772,1649.0,6061.0,1.81,1.3,685.2,False,Giant,Too Hot,0.0,0.057873065,Jovian,0.0,0.0,Not habitable
K2-45 b,K2-45,Transit,2016,1.7292684,6.71,36.4,1073.56,4103.0,0.445,0.503,495.317,False,Giant,Too Hot,0.0,0.12319641,Neptunian,0.0,0.0,Not habitable
K2-365 b,K2-365,Transit,2022,23.448172,2.906,8.78,,5561.0,1.051,0.823,187.222,False,Sub-Neptune/Neptune,,0.0,0.24194334,Neptunian,0.0,0.0,Not habitable
K2-127 b,K2-127,Transit,2017,3.588163,8.37,52.9,809.0,4575.0,0.66,0.72,709.999,False,Giant,Too Hot,0.0,0.10370252,Jovian,0.0,0.0,Not habitable
K2-195 b,K2-195,Transit,2018,15.852975,3.13,9.96,720.0,5713.0,0.99,0.94,315.014,False,Sub-Neptune/Neptune,Too Hot,0.0,0.22290898,Neptunian,0.0,0.0,Not habitable
K2-80 c,K2-80,Transit,2016,5.605,1.47,2.76,1002.42,5441.0,0.87,0.9,200.802,False,Super-Earth,Too Hot,0.0,0.29341819,Terran,0.0,0.0,Not habitable
K2-229 c,K2-229,Transit,2018,8.32727,2.03,7.0,750.0,5315.0,0.79,0.87,102.564,False,Sub-Neptune/Neptune,Too Hot,0.0,0.27224107,Superterran,0.0,0.0,Not habitable
HAT-P-3 b,HAT-P-3,Transit,2007,2.8997,10.53646,206.5895,1189.0,5185.0,0.87,1.06,134.554,False,Giant,Too Hot,0.0,0.086294852,Jovian,0.0,0.0,Not habitable
WASP-32 b,WASP-32,Transit,2010,2.71866,10.76064,835.8929,1388.0,6140.0,0.95,0.72,275.994,False,Giant,Too Hot,0.0,0.082166304,Jovian,0.0,0.0,Not habitable
WASP-24 b,WASP-24,Transit,2010,2.34121,15.46842,394.1092,1772.0,6075.0,1.42,1.43,322.114,False,Giant,Too Hot,0.0,0.059423299,Jovian,0.0,0.0,Not habitable
Kepler-65 c,Kepler-65,Transit,2012,5.859944,2.58,5.4,1246.0,6211.0,1.41,1.25,303.728,False,Sub-Neptune/Neptune,Too Hot,0.0,0.22912645,Neptunian,0.0,0.0,Not habitable
TrES-2 b,TrES-2,Transit,2006,2.47063,15.24424,473.5667,1466.0,5850.0,1.12,1.36,215.32,False,Giant,Too Hot,0.0,0.060778902,Jovian,0.0,0.0,Not habitable
Kepler-939 b,Kepler-939,Transit,2016,14.878296,1.75,3.71,692.0,5471.0,0.85,0.88,2093.62,False,Super-Earth,Too Hot,0.0,0.27439727,Superterran,0.0,0.0,Not habitable
Kepler-1028 b,Kepler-1028,Transit,2016,2.51462432,1.33,2.33,1217.0,5522.0,0.87,0.9,607.916,False,Super-Earth,Too Hot,0.0,0.28891416,Terran,0.0,0.0,Not habitable
HAT-P-67 b,HAT-P-67,Transit,2017,4.8101069,23.9872187,143.02278315,1903.0,6640.0,2.62,1.73,371.686,False,Giant,Too Hot,0.0,0.040661918,Jovian,0.0,0.0,Not habitable
Kepler-1101 b,Kepler-1101,Transit,2016,81.3151059,2.47,6.66,393.0,5614.0,0.91,0.94,742.473,False,Sub-Neptune/Neptune,Too Hot,0.0,0.49665022,Superterran,0.0,0.0,Not habitable
Kepler-1388 b,Kepler-1388,Transit,2016,12.2854603,2.59,7.22,434.0,4098.0,0.61,0.63,453.795,False,Sub-Neptune/Neptune,Too Hot,0.0,0.34164524,Neptunian,0.0,0.0,Not habitable
Kepler-768 b,Kepler-768,Transit,2016,11.3910025,1.79,3.86,618.0,5108.0,0.78,0.82,784.56,False,Super-Earth,Too Hot,0.0,0.29789583,Superterran,0.0,0.0,Not habitable
Kepler-796 b,Kepler-796,Transit,2016,6.40087618,1.3,2.24,1109.0,5475.0,1.09,0.93,817.584,False,Super-Earth,Too Hot,0.0,0.28854807,Terran,0.0,0.0,Not habitable
Kepler-110 b,Kepler-110,Transit,2014,12.691112,1.83,4.01,1008.0,5960.0,1.149,0.989,586.531,False,Super-Earth,Too Hot,0.0,0.27128475,Superterran,0.0,0.0,Not habitable
Kepler-1042 b,Kepler-1042,Transit,2016,10.13202575,2.19,5.43,574.0,4815.0,0.72,0.75,659.0,False,Sub-Neptune/Neptune,Too Hot,0.0,0.27468943,Superterran,0.0,0.0,Not habitable
Kepler-334 c,Kepler-334,Transit,2014,12.758005,1.43,2.63,822.0,5828.0,1.068,1.022,426.59,False,Super-Earth,Too Hot,0.0,0.29577865,Terran,0.0,0.0,Not habitable
Kepler-937 b,Kepler-937,Transit,2016,67.668827,3.72,13.4,495.0,6095.0,1.22,1.15,1571.46,False,Sub-Neptune/Neptune,Too Hot,0.0,0.24588673,Neptunian,0.0,0.0,Not habitable
Kepler-1117 b,Kepler-1117,Transit,2016,4.79028459,1.11,1.41,938.0,5612.0,0.93,0.95,568.487,False,Earth-sized,Too Hot,0.0,0.29894983,Terran,0.0,0.0,Not habitable
Kepler-1789 b,Kepler-1789,Transit,2021,80.23190308,2.83137505,8.4,380.0,5436.0,0.888,0.92,611.461,False,Sub-Neptune/Neptune,Too Hot,0.0,0.43070315,Neptunian,0.0,0.0,Not habitable
Kepler-1831 b,Kepler-1831,Transit,2021,5.78387022,1.97019818,4.54,1051.0,6063.0,1.012,1.117,1053.49,False,Super-Earth,Too Hot,0.0,0.26250003,Superterran,0.0,0.0,Not habitable
Kepler-1245 b,Kepler-1245,Transit,2016,4.35409304,1.44,2.67,1043.0,5306.0,0.83,0.86,805.936,False,Super-Earth,Too Hot,0.0,0.28983589,Terran,0.0,0.0,Not habitable
Kepler-114 b,Kepler-114,Transit,2014,5.188549,1.26,1.09,586.0,4605.0,0.667,0.77,259.533,False,Super-Earth,Too Hot,0.0,0.30707733,Terran,0.0,0.0,Not habitable
Kepler-1105 b,Kepler-1105,Transit,2016,4.421572182,2.01,4.7,729.0,4299.0,0.68,0.71,318.004,False,Sub-Neptune/Neptune,Too Hot,0.0,0.27979855,Superterran,0.0,0.0,Not habitable
Kepler-187 b,Kepler-187,Transit,2014,4.938864,1.41,2.57,1244.0,6105.0,1.287,1.081,1143.0,False,Super-Earth,Too Hot,0.0,0.2842914,Terran,0.0,0.0,Not habitable
Kepler-1379 b,Kepler-1379,Transit,2016,0.881841146,1.3,2.24,1564.0,5188.0,0.79,0.83,971.325,False,Super-Earth,Too Hot,0.0,0.28793989,Terran,0.0,0.0,Not habitable
Kepler-304 c,Kepler-304,Transit,2014,5.315946,2.17,5.35,746.0,4731.0,0.687,0.737,434.684,False,Sub-Neptune/Neptune,Too Hot,0.0,0.26377006,Superterran,0.0,0.0,Not habitable
Kepler-1291 b,Kepler-1291,Transit,2016,8.63043276,1.66,3.39,739.0,5216.0,0.8,0.84,897.352,False,Super-Earth,Too Hot,0.0,0.29541326,Superterran,0.0,0.0,Not habitable
Kepler-304 e,Kepler-304,Transit,2016,1.499146953,1.2,1.87,1137.0,4817.0,0.73,0.8,434.684,False,Earth-sized,Too Hot,0.0,0.29344966,Terran,0.0,0.0,Not habitable
Kepler-461 b,Kepler-461,Transit,2016,8.313783059,2.58,7.18,886.0,5634.0,0.91,0.98,692.158,False,Sub-Neptune/Neptune,Too Hot,0.0,0.23201689,Neptunian,0.0,0.0,Not habitable
Kepler-1894 b,Kepler-1894,Transit,2021,2.762660027,1.20117759,1.87,1231.0,5772.0,0.901,0.999,935.191,False,Earth-sized,Too Hot,0.0,0.29382719,Terran,0.0,0.0,Not habitable
Kepler-576 b,Kepler-576,Transit,2016,29.91136794,3.27,10.7,541.0,5672.0,0.97,0.99,617.55,False,Sub-Neptune/Neptune,Too Hot,0.0,0.26027175,Neptunian,0.0,0.0,Not habitable
Kepler-1893 b,Kepler-1893,Transit,2021,4.179369926,1.70557445,3.55,1194.0,5633.0,1.162,0.973,1050.72,False,Super-Earth,Too Hot,0.0,0.27162343,Superterran,0.0,0.0,Not habitable
Kepler-1601 b,Kepler-1601,Transit,2016,2.20921951,0.82,0.477,1507.0,5869.0,1.07,1.04,644.456,False,Earth-sized,Too Hot,0.0,0.29074858,Terran,0.0,0.0,Not habitable
Kepler-1922 b,Kepler-1922,Transit,2021,13.22259998,2.29064904,5.86,740.0,5931.0,0.863,0.953,1344.29,False,Sub-Neptune/Neptune,Too Hot,0.0,0.25109501,Superterran,0.0,0.0,Not habitable
HD 80653 b,HD 80653,Transit,2020,0.71957926,1.621,5.61,2438.0,5959.0,1.199,1.15,109.86,False,Super-Earth,Too Hot,0.0,0.27391442,Superterran,0.0,0.0,Not habitable
Kepler-1542 d,Kepler-1542,Transit,2016,5.99273738,0.87,0.59,1010.0,5564.0,0.99,0.94,399.114,False,Earth-sized,Too Hot,0.0,0.29596655,Terran,0.0,0.0,Not habitable
Kepler-666 b,Kepler-666,Transit,2016,4.49876092,2.4,6.35,1133.0,5887.0,1.05,1.03,1508.71,False,Sub-Neptune/Neptune,Too Hot,0.0,0.23781496,Superterran,0.0,0.0,Not habitable
Kepler-211 c,Kepler-211,Transit,2014,6.04045,1.29,18.3,841.0,5123.0,0.816,0.867,309.353,False,Super-Earth,Too Hot,0.0,0.30106478,Terran,0.0,0.0,Not habitable
Kepler-203 c,Kepler-203,Transit,2014,5.370647,2.47,749.9,1096.0,5821.0,1.114,1.06,703.302,False,Sub-Neptune/Neptune,Too Hot,0.0,0.2359491,Superterran,0.0,0.0,Not habitable
GJ 674 b,GJ 674,Radial Velocity,2007,4.6938,3.33,11.09,530.8,3600.0,0.36463,0.35,4.54896,False,Sub-Neptune/Neptune,Too Hot,0.0,0.30082038,Neptunian,0.0,0.0,Not habitable
OGLE-TR-182 b,OGLE-TR-182,Transit,2007,3.9791,12.666,320.995,1550.0,5924.0,1.14,1.14,2501.75,False,Giant,Too Hot,0.0,0.071892964,Jovian,0.0,0.0,Not habitable
HD 69830 c,HD 69830,Radial Velocity,2006,31.56,3.46,11.8,567.04,5385.0,0.886947,0.86,12.5591,False,Sub-Neptune/Neptune,Too Hot,0.0,0.2582498,Neptunian,0.0,0.0,Not habitable
GJ 3021 b,GJ 3021,Radial Velocity,2000,133.71,13.1,1071.04,350.0,5540.0,0.9,0.9,17.5559,False,Giant,Too Hot,0.0,0.28902954,Jovian,0.0,0.0,Not habitable
HD 221287 b,HD 221287,Radial Velocity,2007,456.1,13.1,982.05,290.13,6304.0,1.13864,1.25,55.9231,False,Giant,Temperate,0.0,0.39277728,Jovian,1.0,1.0,Not habitable
HD 47536 b,HD 47536,Radial Velocity,2002,712.13,12.6,2330.0,736.52,4380.0,23.47,2.1,122.536,False,Giant,Too Hot,0.0,0.09216345,Jovian,0.0,0.0,Not habitable
HD 107148 b,HD 107148,Radial Velocity,2005,48.056,9.6,66.741,582.78,5797.0,1.169193,1.12,49.4156,False,Giant,Too Hot,0.0,0.14514365,Jovian,0.0,0.0,Not habitable
HD 179949 b,HD 179949,Radial Velocity,2000,3.092514,13.9,291.12,1590.53,6168.0,1.266865,1.21,27.4573,False,Giant,Too Hot,0.0,0.065750526,Jovian,0.0,0.0,Not habitable
HD 188015 b,HD 188015,Radial Velocity,2004,461.2,13.6,476.72,267.98,5746.0,1.125296,1.09,50.6706,False,Giant,Temperate,0.0,0.3846681,Jovian,1.0,1.0,Not habitable
HD 27442 b,HD 27442,Radial Velocity,2000,428.1,13.5,495.8,369.62,4846.0,3.18,1.23,18.2704,False,Giant,Too Hot,0.0,0.24513883,Jovian,0.0,0.0,Not habitable
HD 46375 b,HD 46375,Radial Velocity,2000,3.023573,10.0,71.8,1221.4,5285.0,0.914196,0.92,29.5529,False,Giant,Too Hot,0.0,0.089404974,Jovian,0.0,0.0,Not habitable
HAT-P-2 b,HAT-P-2,Transit,2007,5.6335158,10.659759,2866.81223114,1540.0,6380.0,1.39,1.33,127.774,False,Giant,Too Hot,0.0,0.071564291,Jovian,0.0,0.0,Not habitable
HD 109749 b,HD 109749,Radial Velocity,2005,5.239891,11.1,85.8141,1250.83,5824.0,1.22,1.13,63.0821,False,Giant,Too Hot,0.0,0.081571614,Jovian,0.0,0.0,Not habitable
HD 149143 b,HD 149143,Radial Velocity,2005,4.07182,13.6,422.7139,1471.9,5856.0,1.44,1.2,73.2801,False,Giant,Too Hot,0.0,0.067319209,Jovian,0.0,0.0,Not habitable
HD 224693 b,HD 224693,Radial Velocity,2006,26.6904,14.0,222.481,903.45,5894.0,1.93,1.31,93.5015,False,Giant,Too Hot,0.0,0.073687034,Jovian,0.0,0.0,Not habitable
HD 231701 b,HD 231701,Radial Velocity,2007,141.63,13.7,359.1479,483.27,6101.0,1.53,1.21,108.877,False,Giant,Too Hot,0.0,0.16498886,Jovian,0.0,0.0,Not habitable
HIP 14810 b,HIP 14810,Radial Velocity,2005,6.673892,13.0,1239.537,1048.2,5544.0,1.07,1.01,50.48,False,Giant,Too Hot,0.0,0.073915891,Jovian,0.0,0.0,Not habitable
HIP 14810 d,HIP 14810,Radial Velocity,2009,981.8,14.1,187.5197,198.54,5544.0,1.07,1.01,50.48,False,Giant,Too Cold,0.0,0.2612929,Jovian,0.0,0.0,Not habitable
HD 207832 b,HD 207832,Radial Velocity,2012,160.07,14.2,177.9848,340.28,5726.0,0.89,1.05,58.9291,False,Giant,Too Hot,0.0,0.32540176,Jovian,0.0,0.0,Not habitable
HD 37605 c,HD 37605,Radial Velocity,2012,2720.0,13.1,1013.8777,126.75,5329.0,0.91,0.94,46.7864,False,Giant,Too Cold,0.0,0.11174537,Jovian,0.0,0.0,Not habitable
HD 1605 c,HD 1605,Radial Velocity,2015,2149.0,13.0,1150.5446,233.88,4915.0,3.49,1.33,88.8047,False,Giant,Temperate,0.0,0.35084815,Jovian,1.0,1.0,Not habitable
HD 55696 b,HD 55696,Radial Velocity,2018,1827.0,12.9,1357.12729789,200.43,6012.0,1.52,1.29,77.9693,False,Giant,Temperate,0.0,0.31470398,Jovian,0.0,0.0,Not habitable
HD 148164 c,HD 148164,Radial Velocity,2018,5062.0,12.8,1640.0028,135.77,6032.0,1.34,1.21,77.1971,False,Giant,Too Cold,0.0,0.1261687,Jovian,0.0,0.0,Not habitable
HD 211810 b,HD 211810,Radial Velocity,2018,1558.0,14.0,212.9461,177.77,5652.0,1.13,1.03,64.6353,False,Giant,Too Cold,0.0,0.24245512,Jovian,0.0,0.0,Not habitable
HD 221416 b,HD 221416,Transit,2019,14.2767,9.17,60.5,1314.67,5080.0,2.943,1.212,95.5483,False,Giant,Too Hot,0.0,0.096175379,Jovian,0.0,0.0,Not habitable
Kepler-595 c,Kepler-595,Transit,2020,12.38602,1.009,3.3,679.0,5138.5,0.821,0.93,643.009,False,Earth-sized,Too Hot,0.0,0.32269634,Terran,0.0,0.0,Not habitable
Kepler-595 b,Kepler-595,Transit,2016,25.3029092,3.708,17.4,535.0,5138.5,0.821,0.93,643.009,False,Sub-Neptune/Neptune,Too Hot,0.0,0.24810066,Neptunian,0.0,0.0,Not habitable
PSR B1257+12 b,PSR B1257+12,Pulsar Timing,1994,25.262,0.338,0.02,,,,1.4,600.0,False,Earth-sized,,0.0,,Miniterran,0.0,0.0,Not habitable
PSR B1257+12 c,PSR B1257+12,Pulsar Timing,1992,66.5419,1.91,4.3,,,,1.4,600.0,False,Super-Earth,,0.0,,Superterran,0.0,0.0,Not habitable
OGLE-TR-211 b,OGLE-TR-211,Transit,2007,3.67724,15.244,327.351,1686.0,6325.0,1.64,1.33,1515.26,False,Giant,Too Hot,0.0,0.061036721,Jovian,0.0,0.0,Not habitable
Lupus-TR-3 b,Lupus-TR-3,Transit,2007,3.91405,9.976,257.431,1013.56,5000.0,0.82,0.87,773.409,False,Giant,Too Hot,0.0,0.14947159,Jovian,0.0,0.0,Not habitable
2MASS J04414489+2301513 b,2MASS J04414489+2301513,Imaging,2010,,12.6,2383.6,17.6,2936.0,0.231916,0.019,120.42398696,False,Giant,Too Cold,0.0,0.070633378,Jovian,0.0,0.0,Not habitable
WASP-21 b,WASP-21,Transit,2010,4.322482,11.99,95.345,1333.0,5800.0,1.06,1.01,258.426,False,Giant,Too Hot,0.0,0.075224591,Jovian,0.0,0.0,Not habitable
CoRoT-10 b,CoRoT-10,Transit,2010,13.2406,10.87,874.0,600.0,5075.0,0.79,0.89,338.386,False,Giant,Too Hot,0.0,0.13130296,Jovian,0.0,0.0,Not habitable
CoRoT-12 b,CoRoT-12,Transit,2010,2.828042,16.14,291.438,1442.0,5675.0,1.116,1.078,1126.37,False,Giant,Too Hot,0.0,0.057985974,Jovian,0.0,0.0,Not habitable
CoRoT-13 b,CoRoT-13,Transit,2010,4.03519,9.92,415.704,1700.0,5945.0,1.01,1.09,1148.93,False,Giant,Too Hot,0.0,0.089371693,Jovian,0.0,0.0,Not habitable
HD 285968 b,HD 285968,Radial Velocity,2008,8.7836,2.83,8.4,450.0,3703.49,0.478214,0.5,9.47045,False,Sub-Neptune/Neptune,Too Hot,0.0,0.41857856,Superterran,0.0,0.0,Not habitable
HD 205739 b,HD 205739,Radial Velocity,2008,279.8,13.6,435.41,362.84,6176.0,1.33,1.22,92.5087,False,Giant,Too Hot,0.0,0.29635845,Jovian,0.0,0.0,Not habitable
CoRoT-3 b,CoRoT-3,Transit,2008,4.2568,11.32,6883.91,1695.0,6740.0,1.56,1.37,768.771,True,Giant,Too Hot,0.0,0.079061404,Jovian,0.0,0.0,Not habitable
HD 16417 b,HD 16417,Radial Velocity,2008,17.24,5.0,22.1,964.0,5841.0,1.639984,1.2,25.3936,False,Sub-Neptune/Neptune,Too Hot,0.0,0.15823821,Neptunian,0.0,0.0,Not habitable
AB Pic b,AB Pic,Imaging,2005,,12.3,4290.5,15.8,5285.0,0.999394,0.9,50.0475,True,Giant,Too Cold,0.0,0.072146073,Jovian,0.0,0.0,Not habitable
CT Cha b,CT Cha,Imaging,2007,,24.66,5403.0,2600.0,4403.0,1.679694,,190.72,True,Giant,Too Hot,0.0,0.038185579,Jovian,0.0,0.0,Not habitable
HD 9446 b,HD 9446,Radial Velocity,2009,30.052,14.0,222.472,642.55,5793.0,1.0,1.0,50.3503,False,Giant,Too Hot,0.0,0.096820191,Jovian,0.0,0.0,Not habitable
Kepler-4 b,Kepler-4,Transit,2009,3.21346,4.002,24.472,1650.0,5857.0,1.487,1.223,487.916,False,Sub-Neptune/Neptune,Too Hot,0.0,0.17643535,Neptunian,0.0,0.0,Not habitable
GJ 876 c,GJ 876,Radial Velocity,2000,30.0881,14.0,226.9846,241.66,3293.74,0.3,0.32,4.67517,False,Giant,Temperate,0.0,0.37985075,Jovian,1.0,1.0,Not habitable
HIP 79431 b,HIP 79431,Radial Velocity,2009,111.7,13.4,667.415,177.42,3191.0,0.478625,0.49,14.5324,False,Giant,Too Cold,0.0,0.24596505,Jovian,0.0,0.0,Not habitable
TOI-907.01,TOI-907,Transit,2024,4.5849129,9.6158851,67.0,1846.6,6272.0,2.059789,1.069357,312.529,False,Giant,Too Hot,,,,,,
WASP-31 b,WASP-31,Transit,2010,3.4059096,17.363,151.916,1423.7,6302.0,1.252,1.163,383.829,False,Giant,Too Hot,0.0,0.053946189,Jovian,0.0,0.0,Not habitable
24 Sex b,24 Sex,Radial Velocity,2010,452.8,13.4,632.46,471.32,5098.0,4.9,1.54,72.0691,False,Giant,Too Hot,0.0,0.17671788,Jovian,0.0,0.0,Not habitable
WASP-37 b,WASP-37,Transit,2010,3.577469,13.002,572.07,1232.5,5800.0,1.003,0.925,392.791,False,Giant,Too Hot,0.0,0.070911003,Jovian,0.0,0.0,Not habitable
Kepler-9 d,Kepler-9,Transit,2010,1.592851,1.64,8.41466053,2026.0,5777.0,1.02,1.07,628.257,False,Super-Earth,Too Hot,0.0,0.27335169,Superterran,0.0,0.0,Not habitable
KOI-217 b,KOI-217,Transit,2010,3.90512,12.442,,1046.0,5545.0,0.86,0.95,914.699,False,Giant,Too Hot,0.0,0.075007579,Jovian,0.0,0.0,Not habitable
HD 90156 b,HD 90156,Radial Velocity,2011,49.77,4.43,17.98,518.01,5599.0,0.920286,0.84,21.9496,False,Sub-Neptune/Neptune,Too Hot,0.0,0.25262777,Neptunian,0.0,0.0,Not habitable
HD 177830 c,HD 177830,Radial Velocity,2010,110.9,7.87,47.6725,538.95,4949.0,2.62,1.47,62.7674,False,Giant,Too Hot,0.0,0.1597733,Neptunian,0.0,0.0,Not habitable
ups And b,ups And,Radial Velocity,1996,4.617033,14.0,218.531,1523.73,6156.77,1.56,1.3,13.4054,False,Giant,Too Hot,0.0,0.065405814,Jovian,0.0,0.0,Not habitable
ups And d,ups And,Radial Velocity,1999,1276.46,12.5,3257.74117175,233.9,6156.77,1.56,1.3,13.4054,False,Giant,Temperate,0.0,0.3646909,Jovian,1.0,1.0,Not habitable
OGLE-2017-BLG-0373L b,OGLE-2017-BLG-0373L,Microlensing,2018,,14.0,127.0,,,,0.248,5915.0,False,Giant,,0.0,,Jovian,0.0,0.0,Not habitable
Kepler-1737 b,Kepler-1737,Transit,2021,64.61750031,5.395,25.1,383.0,5043.0,0.881,0.834,,False,Sub-Neptune/Neptune,Too Hot,0.0,0.3193557,Neptunian,0.0,0.0,Not habitable
K2-269 b,K2-269,Transit,2018,4.144965,1.57,3.09,1429.0,6209.0,1.45,1.16,360.76,False,Super-Earth,Too Hot,0.0,0.2770343,Terran,0.0,0.0,Not habitable
TOI-1249 b,TOI-1249,Transit,2024,13.079151,3.2710301,11.9,726.89,5497.0,0.9785,1.0062,139.49,False,Sub-Neptune/Neptune,Too Hot,,,,,,
Kepler-106 d,Kepler-106,Transit,2014,23.9802,0.95,8.1,649.0,5858.0,1.04,1.0,444.322,False,Earth-sized,Too Hot,0.0,0.32211309,Terran,0.0,0.0,Not habitable
Kepler-1031 b,Kepler-1031,Transit,2016,1.22621732,0.87,0.59,2024.0,6011.0,1.12,1.09,682.882,False,Earth-sized,Too Hot,0.0,0.29163977,Terran,0.0,0.0,Not habitable
CD-35 2722 B b,CD-35 2722 B,Radial Velocity,2026,171.11,13.9,292.40213444,77.39,1800.0,0.159,0.035,,False,Giant,Too Cold,,,,,,
Kepler-948 b,Kepler-948,Transit,2016,7.76846622,1.85,4.08,841.0,5679.0,0.94,0.96,868.017,False,Super-Earth,Too Hot,0.0,0.27181047,Superterran,0.0,0.0,Not habitable
OGLE-2014-BLG-0319L b,OGLE-2014-BLG-0319L,Microlensing,2022,,14.1,181.16219199,,,,0.52,7730.0,False,Giant,,0.0,,Jovian,0.0,0.0,Not habitable
OGLE-2018-BLG-1011L b,OGLE-2018-BLG-1011L,Microlensing,2019,,13.5,570.0,,,,0.18,7100.0,False,Giant,,0.0,,Jovian,0.0,0.0,Not habitable
WASP-61 b,WASP-61,Transit,2012,3.8559,15.80469,851.7844,1624.4,6250.0,1.55,1.82,488.66,False,Giant,Too Hot,0.0,0.058706461,Jovian,0.0,0.0,Not habitable
KMT-2022-BLG-0303L b,KMT-2022-BLG-0303L,Microlensing,2024,,14.2,163.04597279,,,,0.368,6570.0,False,Giant,,,,,,,
OGLE-2019-BLG-0954L b,OGLE-2019-BLG-0954L,Microlensing,2021,,12.3,4513.1633794,,,,0.8,3630.0,True,Giant,,0.0,,Jovian,0.0,0.0,Not habitable
WASP-123 b,WASP-123,Transit,2016,2.97764359,15.13212395,285.72917,1500.0,5740.0,1.285,1.166,197.996,False,Giant,Too Hot,0.0,0.062586936,Jovian,0.0,0.0,Not habitable
Kepler-1882 b,Kepler-1882,Transit,2021,13.78730011,1.48674404,2.81,894.0,5691.0,1.458,1.068,443.371,False,Super-Earth,Too Hot,0.0,0.29003321,Terran,0.0,0.0,Not habitable
KOI-984 b,KOI-984,Transit,2022,4.2881785,4.3,17.1,1022.0,5295.0,0.818,0.928,252.667,False,Sub-Neptune/Neptune,Too Hot,0.0,0.1733693,Neptunian,0.0,0.0,Not habitable
Kepler-1573 b,Kepler-1573,Transit,2016,2.6157554,1.2,1.87,1379.0,5808.0,1.0,1.01,1455.36,False,Earth-sized,Too Hot,0.0,0.2912407,Terran,0.0,0.0,Not habitable
Kepler-802 b,Kepler-802,Transit,2016,40.0587473,3.54,12.3,489.0,5507.0,0.9,0.93,780.585,False,Sub-Neptune/Neptune,Too Hot,0.0,0.28571489,Neptunian,0.0,0.0,Not habitable
KMT-2023-BLG-1454L b,KMT-2023-BLG-1454L,Microlensing,2024,,14.1,200.23189641,,,,0.17,7220.0,False,Giant,,,,,,,
