pl_name,hostname,discoverymethod,disc_year,pl_orbper,pl_rade,pl_bmasse,pl_eqt,st_teff,st_rad,st_mass,sy_dist,is_borderline_massive,size_class,temp_zone,P_HABITABLE,P_ESI,P_TYPE,P_HABZONE_OPT,P_HABZONE_CON,hwc_habitable_label
K2-188 b,K2-188,Transit,2018,1.742169,1.35,2.39,1692.0,5977.0,1.19,1.06,446.821,False,Super-Earth,Too Hot,0.0,0.2858581,Terran,0.0,0.0,Not habitable
GJ 96 b,GJ 96,Radial Velocity,2018,73.94,4.67,19.66,257.81,3785.0,0.580612,0.6,11.9315,False,Sub-Neptune/Neptune,Temperate,0.0,0.5390936,Neptunian,1.0,1.0,Not habitable
KMT-2016-BLG-1820L b,KMT-2016-BLG-1820L,Microlensing,2018,,12.9,1450.0,,,,0.039,6260.0,False,Giant,,0.0,,Jovian,0.0,0.0,Not habitable
HD 94834 b,HD 94834,Radial Velocity,2018,1576.0,13.7,400.4658,286.45,4798.0,4.2,1.11,98.1609,False,Giant,Temperate,0.0,0.38120687,Jovian,1.0,0.0,Not habitable
K2-153 b,K2-153,Transit,2018,7.51574,2.0,4.66,497.0,3845.0,0.53,0.55,143.125,False,Sub-Neptune/Neptune,Too Hot,0.0,0.36187516,Superterran,0.0,0.0,Not habitable
HATS-11 b,HATS-11,Transit,2016,3.619188,18.03,263.7989,1596.0,6563.0,1.54,1.33,944.603,False,Giant,Too Hot,0.0,0.0520983,Jovian,0.0,0.0,Not habitable
KMT-2016-BLG-2142L b,KMT-2016-BLG-2142L,Microlensing,2018,,12.2,4923.0,,,,0.073,7010.0,True,Giant,,0.0,,Jovian,0.0,0.0,Not habitable
MOA-2015-BLG-337L b,MOA-2015-BLG-337L,Microlensing,2018,,6.42,33.7,,,,0.0094,7100.0,False,Giant,,0.0,,Neptunian,0.0,0.0,Not habitable
K2-241 b,K2-241,Transit,2018,26.8199,2.55,7.04,507.0,5262.0,0.75,0.71,149.464,False,Sub-Neptune/Neptune,Too Hot,0.0,0.31064287,Neptunian,0.0,0.0,Not habitable
K2-117 c,K2-117,Transit,2017,5.444017,2.06,4.9,537.0,3778.0,0.51,0.54,101.632,False,Sub-Neptune/Neptune,Too Hot,0.0,0.32025255,Superterran,0.0,0.0,Not habitable
K2-284 b,K2-284,Transit,2018,4.795069,2.78,8.15,653.0,4140.0,0.607,0.63,107.272,False,Sub-Neptune/Neptune,Too Hot,0.0,0.24752379,Neptunian,0.0,0.0,Not habitable
MOA-2016-BLG-319L b,MOA-2016-BLG-319L,Microlensing,2018,,14.1,200.0,,,,0.15,6800.0,False,Giant,,0.0,,Jovian,0.0,0.0,Not habitable
HD 12648 b,HD 12648,Radial Velocity,2015,133.60001,13.4,622.9468,1053.23,4835.0,11.02,0.67,182.192,False,Giant,Too Hot,0.0,0.072330904,Jovian,0.0,0.0,Not habitable
K2-243 b,K2-243,Transit,2018,11.54182,2.17,5.35,1035.0,6570.0,1.39,1.29,266.864,False,Sub-Neptune/Neptune,Too Hot,0.0,0.25210375,Superterran,0.0,0.0,Not habitable
K2-117 b,K2-117,Transit,2017,1.2916,2.03,4.78,868.0,3778.0,0.51,0.54,101.632,False,Sub-Neptune/Neptune,Too Hot,0.0,0.26392043,Superterran,0.0,0.0,Not habitable
K2-312 c,HD 80653,Radial Velocity,2023,871.32,12.8,1681.31227303,229.0,5959.0,1.199,1.15,109.86,False,Giant,Temperate,0.0,0.39266255,Jovian,1.0,0.0,Not habitable
K2-245 b,K2-245,Transit,2018,11.89307,4.34,17.4,923.0,5793.0,1.25,0.83,456.064,False,Sub-Neptune/Neptune,Too Hot,0.0,0.17333288,Neptunian,0.0,0.0,Not habitable
K2-270 c,K2-270,Transit,2018,4.400028,2.95,9.01,848.0,4877.0,0.77,0.85,280.518,False,Sub-Neptune/Neptune,Too Hot,0.0,0.22164656,Neptunian,0.0,0.0,Not habitable
HATS-59 b,HATS-59,Transit,2018,5.416081,12.621334,256.17098,1128.0,5670.0,1.036,1.038,642.884,False,Giant,Too Hot,0.0,0.074513172,Jovian,0.0,0.0,Not habitable
KELT-15 b,KELT-15,Transit,2016,3.32944,19.50366,416.3573,1642.0,6003.0,1.78,2.06,324.683,False,Giant,Too Hot,0.0,0.048385685,Jovian,0.0,0.0,Not habitable
K2-247 b,K2-247,Transit,2018,2.25021,2.12,5.14,979.0,4667.0,0.69,0.74,258.113,False,Sub-Neptune/Neptune,Too Hot,0.0,0.25801486,Superterran,0.0,0.0,Not habitable
EPIC 211945201 b,EPIC 211945201,Transit,2018,19.49221,5.76,11.0,817.0,6069.0,1.39,1.17,181.69,False,Sub-Neptune/Neptune,Too Hot,0.0,0.14596648,Neptunian,0.0,0.0,Not habitable
CoRoT-21 b,CoRoT-21,Transit,2012,2.72474,14.5717,718.2958,2044.44,6200.0,1.95,1.29,1398.83419686,False,Giant,Too Hot,0.0,0.062382445,Jovian,0.0,0.0,Not habitable
70 Vir b,70 Vir,Radial Velocity,1996,116.688,12.6,2380.45,525.24,5495.0,1.89,1.09,17.9011,False,Giant,Too Hot,0.0,0.14338115,Jovian,0.0,0.0,Not habitable
K2-39 b,K2-39,Transit,2016,4.60543,6.27704,28.6047,1670.0,4881.0,2.97,0.66,307.47,False,Giant,Too Hot,0.0,0.12733106,Neptunian,0.0,0.0,Not habitable
K2-248 b,K2-248,Transit,2018,7.17256,2.57,7.13,886.0,5528.0,0.92,0.88,406.254,False,Sub-Neptune/Neptune,Too Hot,0.0,0.2372244,Neptunian,0.0,0.0,Not habitable
K2-276 b,K2-276,Transit,2018,18.718269,3.77,13.7,583.0,5139.0,0.85,0.82,488.152,False,Sub-Neptune/Neptune,Too Hot,0.0,0.23145814,Neptunian,0.0,0.0,Not habitable
HD 102956 b,HD 102956,Radial Velocity,2010,6.4947,13.8,305.1168,1804.96,4985.0,4.55,1.66,121.89,False,Giant,Too Hot,0.0,0.065722959,Jovian,0.0,0.0,Not habitable
HD 108863 b,HD 108863,Radial Velocity,2011,437.7,13.3,767.24162,490.51,4878.0,5.74,1.59,164.742,False,Giant,Too Hot,0.0,0.16356954,Jovian,0.0,0.0,Not habitable
HATS-46 b,HATS-46,Transit,2018,4.7423729,10.121727,54.98459,1054.0,5495.0,0.853,0.917,453.808,False,Giant,Too Hot,0.0,0.089891347,Jovian,0.0,0.0,Not habitable
HATS-7 b,HATS-7,Transit,2015,3.185315,6.310667,38.1396,1084.0,4985.0,0.815,0.849,240.707,False,Giant,Too Hot,0.0,0.13091228,Neptunian,0.0,0.0,Not habitable
K2-252 b,K2-252,Transit,2018,13.81513,1.74,3.68,639.0,5152.0,0.82,0.79,228.839,False,Super-Earth,Too Hot,0.0,0.30432215,Superterran,0.0,0.0,Not habitable
K2-188 c,K2-188,Transit,2018,7.810253,2.83,8.4,1026.0,5977.0,1.19,1.06,446.821,False,Sub-Neptune/Neptune,Too Hot,0.0,0.22113862,Neptunian,0.0,0.0,Not habitable
HD 131496 b,HD 131496,Radial Velocity,2011,896.0,13.4,572.094,347.3,4846.0,4.44,1.34,131.849,False,Giant,Too Hot,0.0,0.32165978,Jovian,0.0,0.0,Not habitable
HD 1502 b,HD 1502,Radial Velocity,2011,428.5,13.2,874.0325,458.89,4947.0,4.67,1.46,190.953,False,Giant,Too Hot,0.0,0.18963924,Jovian,0.0,0.0,Not habitable
NGTS-3 A b,NGTS-3 A,Transit,2018,1.6753728,16.58932,756.4354,1434.44,5600.0,0.93,1.017,743.972,False,Giant,Too Hot,0.0,0.055920851,Jovian,0.0,0.0,Not habitable
K2-254 b,K2-254,Transit,2018,4.09639,1.63,3.29,791.0,4629.0,0.67,0.71,227.775,False,Super-Earth,Too Hot,0.0,0.29095605,Superterran,0.0,0.0,Not habitable
K2-192 b,K2-192,Transit,2018,4.162817,1.52,2.92,939.0,5222.0,0.81,0.9,221.753,False,Super-Earth,Too Hot,0.0,0.28557068,Terran,0.0,0.0,Not habitable
K2-239 c,K2-239,Transit,2018,7.775,1.0,0.972,427.0,3420.0,0.36,0.4,31.0849,False,Earth-sized,Too Hot,0.0,0.53583521,Terran,0.0,0.0,Not habitable
K2-258 b,K2-258,Transit,2018,19.0921,3.0,9.27,831.0,6351.0,1.31,1.21,661.873,False,Sub-Neptune/Neptune,Too Hot,0.0,0.22423086,Neptunian,0.0,0.0,Not habitable
HD 70642 b,HD 70642,Radial Velocity,2003,2124.54,13.0,1239.5307873,150.52,5732.0,0.984,1.078,29.276,False,Giant,Too Cold,0.0,0.15791774,Jovian,0.0,0.0,Not habitable
HATS-69 b,HATS-69,Transit,2018,2.2252577,10.592505,183.38791,1295.7,5137.0,0.8785,0.892,414.537,False,Giant,Too Hot,0.0,0.084188369,Jovian,0.0,0.0,Not habitable
HD 202696 b,HD 202696,Radial Velocity,2019,517.8,,634.38868,492.46,5040.0,6.43,1.91,188.546,False,,Too Hot,0.0,0.16418226,Jovian,0.0,0.0,Not habitable
HD 202696 c,HD 202696,Radial Velocity,2019,946.6,,592.43512,402.69,5040.0,6.43,1.91,188.546,False,,Too Hot,0.0,0.24964855,Jovian,0.0,0.0,Not habitable
KMT-2017-BLG-1038L b,KMT-2017-BLG-1038L,Microlensing,2019,,13.4,640.0,,,,0.37,6000.0,False,Giant,,0.0,,Jovian,0.0,0.0,Not habitable
HD 117618 b,HD 117618,Radial Velocity,2004,25.8,8.59,55.30242,745.79,5990.0,1.2,1.077,37.7781,False,Giant,Too Hot,0.0,0.11939812,Jovian,0.0,0.0,Not habitable
NGTS-4 b,NGTS-4,Transit,2019,1.3373508,3.18,20.6,1650.0,5143.0,0.84,0.75,280.555,False,Sub-Neptune/Neptune,Too Hot,0.0,0.20352501,Neptunian,0.0,0.0,Not habitable
K2-295 b,K2-295,Transit,2018,4.024867,10.054473,106.47305,852.0,4444.0,0.7,0.74,232.801,False,Giant,Too Hot,0.0,0.097378955,Jovian,0.0,0.0,Not habitable
HIP 79098 AB b,HIP 79098 AB,Imaging,2019,,12.1,6515.515,2450.0,9193.75,,3.75,145.798,True,Giant,Too Hot,0.0,,Jovian,0.0,0.0,Not habitable
Kepler-730 b,Kepler-730,Transit,2016,6.491682808,12.3299,,1219.0,5620.0,1.411,1.047,1935.04,False,Giant,Too Hot,0.0,0.074983831,Jovian,0.0,0.0,Not habitable
K2-133 c,K2-133,Transit,2017,4.86784,1.603,3.2,570.6,3655.0,0.455,0.461,75.1703,False,Super-Earth,Too Hot,0.0,0.34796423,Superterran,0.0,0.0,Not habitable
K2-133 d,K2-133,Transit,2017,11.02454,2.003,4.67,734.0,3655.0,0.455,0.461,75.1703,False,Sub-Neptune/Neptune,Too Hot,0.0,0.44452607,Superterran,0.0,0.0,Not habitable
HAT-P-25 b,HAT-P-25,Transit,2012,3.65281514,12.722215,180.84527,1182.0,5519.0,0.919,1.012,300.384,False,Giant,Too Hot,0.0,0.073314167,Jovian,0.0,0.0,Not habitable
HD 89744 b,HD 89744,Radial Velocity,1999,256.78,12.6,2653.8805,462.62,6291.0,2.13257,1.86,38.6364,False,Giant,Too Hot,0.0,0.16344223,Jovian,0.0,0.0,Not habitable
HD 65216 c,HD 65216,Radial Velocity,2013,5370.0,13.4,645.1949,105.87,5612.0,0.88,0.874,35.1205,False,Giant,Too Cold,0.0,0.089435558,Jovian,0.0,0.0,Not habitable
K2-133 e,K2-133,Transit,2019,26.5841,1.73,3.64,296.0,3655.0,0.455,0.461,75.1703,False,Super-Earth,Temperate,0.0,0.7191063,Superterran,0.0,0.0,Not habitable
EPIC 201497682 b,EPIC 201497682,Transit,2019,2.13174,0.692,0.26,,4991.0,0.554,0.78,253.026,False,Earth-sized,,0.0,0.2884597,Subterran,0.0,0.0,Not habitable
OGLE-2015-BLG-1670L b,OGLE-2015-BLG-1670L,Microlensing,2019,,4.42,17.9,,,,0.55,6700.0,False,Sub-Neptune/Neptune,,0.0,,Neptunian,0.0,0.0,Not habitable
K2-290 c,K2-290,Transit,2019,48.36685,11.276254,246.00042,676.0,6302.0,1.511,1.194,272.909,False,Giant,Too Hot,0.0,0.11435476,Jovian,0.0,0.0,Not habitable
HAT-P-34 b,HAT-P-34,Transit,2011,5.452654,13.417173,1058.3739,1520.0,6442.0,1.53,1.392,249.325,False,Giant,Too Hot,0.0,0.067893545,Jovian,0.0,0.0,Not habitable
EPIC 201754305 d,K2-16,Transit,2019,2.71578,1.03,1.08,,4761.0,0.544,0.67,334.967,False,Earth-sized,,0.0,0.30181698,Terran,0.0,0.0,Not habitable
EPIC 201833600 c,K2-50,Transit,2019,3.96151,1.0,0.972,,4326.0,0.634,0.611,257.443,False,Earth-sized,,0.0,0.31092324,Terran,0.0,0.0,Not habitable
HAT-P-36 b,HAT-P-36,Transit,2011,1.32734683,14.313893,587.413406,1780.97,5620.0,1.041,1.03,294.419,False,Giant,Too Hot,0.0,0.063609167,Jovian,0.0,0.0,Not habitable
K2-52 b,K2-52,Transit,2016,3.535055,18.0,,2004.0,7147.0,2.192,1.691,1038.41,False,Giant,Too Hot,0.0,0.054047346,Jovian,0.0,0.0,Not habitable
K2-53 b,K2-53,Transit,2016,12.20772,2.6,7.27,665.0,5263.0,0.807,0.851,138.018,False,Sub-Neptune/Neptune,Too Hot,0.0,0.2713448,Neptunian,0.0,0.0,Not habitable
K2-293 b,K2-293,Transit,2019,13.1225,2.45,6.57,750.0,5532.0,0.947,0.958,392.251,False,Sub-Neptune/Neptune,Too Hot,0.0,0.2552842,Superterran,0.0,0.0,Not habitable
TOI-172 b,TOI-172,Transit,2019,9.47725,10.816685,1722.6386,1198.0,5645.0,1.777,1.128,342.831,False,Giant,Too Hot,0.0,0.083616787,Jovian,0.0,0.0,Not habitable
EPIC 206024342 b,EPIC 206024342,Transit,2019,4.50756,1.7,3.53,,5724.0,0.823,0.928,369.888,False,Super-Earth,,0.0,0.27499151,Superterran,0.0,0.0,Not habitable
EPIC 206032309 b,EPIC 206032309,Transit,2019,2.87814,1.01,1.01,,3489.0,0.37344,0.221,161.365,False,Earth-sized,,0.0,0.33497372,Terran,0.0,0.0,Not habitable
HAT-P-9 b,HAT-P-9,Transit,2008,3.92281072,15.614137,238.05467,1540.0,6350.0,1.338,1.281,455.203,False,Giant,Too Hot,0.0,0.059392693,Jovian,0.0,0.0,Not habitable
HATS-24 b,HATS-24,Transit,2017,1.3484978,15.636555,718.2958,2166.0,6125.0,1.12,1.07,494.182,False,Giant,Too Hot,0.0,0.058575136,Jovian,0.0,0.0,Not habitable
K2-90 b,K2-90,Transit,2016,13.733314,2.6,7.27,502.0,4484.0,0.619,0.629,134.188,False,Sub-Neptune/Neptune,Too Hot,0.0,0.32327912,Neptunian,0.0,0.0,Not habitable
K2-294 b,K2-294,Transit,2019,2.50387,1.66,3.39,1425.0,5612.0,1.2,0.987,373.078,False,Super-Earth,Too Hot,0.0,0.27289985,Superterran,0.0,0.0,Not habitable
GJ 685 b,GJ 685,Radial Velocity,2019,24.16,2.95,9.0,368.84,3816.0,0.54,0.55,14.3155,False,Sub-Neptune/Neptune,Too Hot,0.0,0.49748349,Superterran,0.0,0.0,Not habitable
EPIC 206317286 b,EPIC 206317286,Transit,2019,1.58252,0.96,0.84,,4752.0,0.669,0.711,314.35,False,Earth-sized,,0.0,0.29585146,Terran,0.0,0.0,Not habitable
K2-308 b,K2-308,Transit,2019,3.38628,9.916,70.6,1213.76,6100.0,1.24,1.09,1314.53,False,Giant,Too Hot,0.0,0.088176401,Jovian,0.0,0.0,Not habitable
Kepler-9 c,Kepler-9,Transit,2010,38.9853,8.08,29.9,523.0,5774.0,0.958,1.022,628.257,False,Giant,Too Hot,0.0,0.16132625,Neptunian,0.0,0.0,Not habitable
K2-124 b,K2-124,Transit,2017,6.413651,2.9,8.75,442.0,3570.0,0.388,0.39,140.385,False,Sub-Neptune/Neptune,Too Hot,0.0,0.33574739,Neptunian,0.0,0.0,Not habitable
HD 92788 b,HD 92788,Radial Velocity,2000,325.803,13.0,1195.0408,300.27,5744.0,1.14,1.15,34.6538,False,Giant,Temperate,0.0,0.39086951,Jovian,1.0,1.0,Not habitable
Kepler-25 c,Kepler-25,Transit,2011,12.7207,5.217,15.2,934.0,6354.0,1.316,1.165,243.249,False,Sub-Neptune/Neptune,Too Hot,0.0,0.15106114,Neptunian,0.0,0.0,Not habitable
WASP-33 b,WASP-33,Transit,2010,1.21987,17.855937,665.21819,2781.7,7430.0,1.444,1.495,121.944,False,Giant,Too Hot,0.0,0.051641016,Jovian,0.0,0.0,Not habitable
HD 134060 c,HD 134060,Radial Velocity,2019,1291.5646,5.91,29.29,200.67,5966.0,1.164285,1.095,24.0125,False,Sub-Neptune/Neptune,Temperate,0.0,0.34403663,Neptunian,0.0,0.0,Not habitable
WASP-177 b,WASP-177,Transit,2019,3.071722,17.71022,161.45764,1142.0,5017.0,0.885,0.876,176.818,False,Giant,Too Hot,0.0,0.056179588,Jovian,0.0,0.0,Not habitable
WASP-181 b,WASP-181,Transit,2019,4.5195064,13.271456,95.03117,1186.0,5839.0,0.965,1.04,437.495,False,Giant,Too Hot,0.0,0.070246573,Jovian,0.0,0.0,Not habitable
Kepler-25 b,Kepler-25,Transit,2011,6.238297,2.748,8.7,1185.0,6354.0,1.316,1.165,243.249,False,Sub-Neptune/Neptune,Too Hot,0.0,0.22187659,Neptunian,0.0,0.0,Not habitable
WASP-161 b,WASP-161,Transit,2018,5.4060425,12.811887,791.3967,1557.0,6400.0,1.712,1.39,343.08,False,Giant,Too Hot,0.0,0.070675382,Jovian,0.0,0.0,Not habitable
WASP-163 b,WASP-163,Transit,2018,1.6096884,13.473218,594.3421,1638.0,5500.0,1.015,0.97,261.386,False,Giant,Too Hot,0.0,0.067435408,Jovian,0.0,0.0,Not habitable
HD 20781 b,HD 20781,Radial Velocity,2019,5.3135,1.21,1.93,1006.1,5256.0,0.833609,0.7,35.9715,False,Earth-sized,Too Hot,0.0,0.29766614,Terran,0.0,0.0,Not habitable
HD 20003 b,HD 20003,Radial Velocity,2019,11.8482,3.43,11.66,814.93,5494.0,0.921637,0.875,41.8316,False,Sub-Neptune/Neptune,Too Hot,0.0,0.20852395,Neptunian,0.0,0.0,Not habitable
Kepler-47 c,Kepler-47,Transit,2012,303.227,4.65,3.17,267.82,5636.0,0.936,0.957,1025.02,False,Sub-Neptune/Neptune,Temperate,0.0,0.54182487,Neptunian,1.0,1.0,Not habitable
Gl 49 b,Gl 49,Radial Velocity,2019,13.8508,2.24,5.63,435.99,3805.0,0.511,0.515,9.8528,False,Sub-Neptune/Neptune,Too Hot,0.0,0.41559614,Superterran,0.0,0.0,Not habitable
HD 21693 b,HD 21693,Radial Velocity,2019,22.6786,2.8,8.23,656.39,5430.0,0.914378,0.8,33.255,False,Sub-Neptune/Neptune,Too Hot,0.0,0.25925028,Superterran,0.0,0.0,Not habitable
HD 20781 c,HD 20781,Radial Velocity,2019,13.8905,2.17,5.33,730.3,5256.0,0.833609,0.7,35.9715,False,Sub-Neptune/Neptune,Too Hot,0.0,0.27284997,Superterran,0.0,0.0,Not habitable
Kepler-47 d,Kepler-47,Transit,2019,187.366,7.04,19.02,314.44,5636.0,0.936,0.957,1025.02,False,Giant,Temperate,0.0,0.4520911,Neptunian,1.0,0.0,Not habitable
LSPM J2116+0234 b,LSPM J2116+0234,Radial Velocity,2019,14.4399,3.71,13.3,371.68,3475.0,0.431,0.43,17.6297,False,Sub-Neptune/Neptune,Too Hot,0.0,0.48254277,Neptunian,0.0,0.0,Not habitable
K2-285 e,K2-285,Transit,2018,14.76289,1.95,10.7,500.9,4975.0,0.787,0.83,154.961,False,Super-Earth,Too Hot,0.0,0.36281156,Superterran,0.0,0.0,Not habitable
K2-285 d,K2-285,Transit,2018,10.45582,2.48,6.5,619.9,4975.0,0.787,0.83,154.961,False,Sub-Neptune/Neptune,Too Hot,0.0,0.27736984,Superterran,0.0,0.0,Not habitable
HD 31527 b,HD 31527,Radial Velocity,2019,16.5535,3.22,10.47,832.2,5898.0,1.073694,0.96,38.4473,False,Sub-Neptune/Neptune,Too Hot,0.0,0.21708732,Neptunian,0.0,0.0,Not habitable
HD 31527 d,HD 31527,Radial Velocity,2019,271.6737,3.46,11.82,327.48,5898.0,1.073694,0.96,38.4473,False,Sub-Neptune/Neptune,Too Hot,0.0,0.55378705,Neptunian,0.0,0.0,Not habitable
HD 21749 c,GJ 143,Transit,2019,7.78993,0.892,3.7,701.0,4640.0,0.695,0.73,16.32,False,Earth-sized,Too Hot,0.0,0.3240778,Terran,0.0,0.0,Not habitable
HD 114729 b,HD 114729,Radial Velocity,2002,1121.79,13.9,262.20975,237.89,5844.0,1.473,0.936,37.8063,False,Giant,Temperate,0.0,0.36559184,Jovian,1.0,1.0,Not habitable
K2-286 b,K2-286,Transit,2018,27.359,2.1,5.06,347.0,3926.0,0.62,0.64,76.1486,False,Sub-Neptune/Neptune,Too Hot,0.0,0.57551151,Superterran,0.0,0.0,Not habitable
Qatar-9 b,Qatar-9,Transit,2019,1.540731,11.309881,378.2177,1134.0,4309.0,0.696,0.719,213.771,False,Giant,Too Hot,0.0,0.081561732,Jovian,0.0,0.0,Not habitable
NGTS-5 b,NGTS-5,Transit,2019,3.3569866,12.733424,72.78307,952.0,4987.0,0.739,0.661,306.779,False,Giant,Too Hot,0.0,0.075017152,Jovian,0.0,0.0,Not habitable
HD 126525 b,HD 126525,Radial Velocity,2018,960.41,10.3,75.32571,198.47,5638.0,0.979,0.897,37.6506,False,Giant,Too Cold,0.0,0.29037477,Jovian,0.0,0.0,Not habitable
HD 117207 b,HD 117207,Radial Velocity,2004,2621.75,13.4,669.34662514,147.2,5732.0,1.074,1.053,32.3547,False,Giant,Too Cold,0.0,0.14536916,Jovian,0.0,0.0,Not habitable
HD 143361 b,HD 143361,Radial Velocity,2008,1039.15,12.9,1382.55357045,180.26,5507.0,0.916,0.968,68.5146,False,Giant,Too Cold,0.0,0.23798965,Jovian,0.0,0.0,Not habitable
K2-288 B b,K2-288 B,Transit,2018,31.393463,1.9,4.27,226.36,3341.0,0.32,0.33,65.6138,False,Super-Earth,Temperate,2.0,0.64648814,Superterran,1.0,1.0,Optimistic sample
HATS-60 b,HATS-60,Transit,2018,3.560829,12.923977,210.40346,1528.0,5688.0,1.46,1.097,486.474,False,Giant,Too Hot,0.0,0.070213614,Jovian,0.0,0.0,Not habitable
HD 20781 e,HD 20781,Radial Velocity,2019,85.5073,3.83,14.03,398.38,5256.0,0.833609,0.7,35.9715,False,Sub-Neptune/Neptune,Too Hot,0.0,0.39506798,Neptunian,0.0,0.0,Not habitable
HD 45184 c,HD 45184,Radial Velocity,2019,13.1354,2.91,8.81,884.78,5869.0,1.075139,1.03,21.9532,False,Sub-Neptune/Neptune,Too Hot,0.0,0.22644081,Superterran,0.0,0.0,Not habitable
HD 152079 b,HD 152079,Radial Velocity,2009,2918.92,13.2,845.74563,147.84,5907.0,1.128,1.147,87.8888,False,Giant,Too Cold,0.0,0.14972392,Jovian,0.0,0.0,Not habitable
HATS-62 b,HATS-62,Transit,2018,3.2768837,11.825495,56.89157,1237.0,5416.0,0.933,0.896,523.067,False,Giant,Too Hot,0.0,0.07733512,Jovian,0.0,0.0,Not habitable
HATS-63 b,HATS-63,Transit,2018,3.0566527,13.529263,305.1168,1398.3,5627.0,1.07,0.931,623.232,False,Giant,Too Hot,0.0,0.067956845,Jovian,0.0,0.0,Not habitable
HATS-70 b,HATS-70,Transit,2019,1.8882378,15.513256,4100.007,2730.0,7930.0,1.881,1.78,1458.83,False,Giant,Too Hot,0.0,0.058723425,Jovian,0.0,0.0,Not habitable
K2-264 b,K2-264,Transit,2018,5.840002,2.231,5.61,496.0,3660.0,0.473,0.496,185.605,False,Sub-Neptune/Neptune,Too Hot,0.0,0.32457105,Superterran,0.0,0.0,Not habitable
KMT-2016-BLG-1107L b,KMT-2016-BLG-1107L,Microlensing,2019,,13.1,1043.0,,,,0.087,6651.0,False,Giant,,0.0,,Jovian,0.0,0.0,Not habitable
HD 103949 b,HD 103949,Radial Velocity,2019,120.878,3.35,11.2,302.65,4792.0,0.753113,0.77,26.4997,False,Sub-Neptune/Neptune,Temperate,0.0,0.59834245,Neptunian,1.0,0.0,Not habitable
HIP 35173 b,HIP 35173,Radial Velocity,2019,41.516,3.61,12.7,444.34,4881.0,0.773404,0.79,33.1562,False,Sub-Neptune/Neptune,Too Hot,0.0,0.34317868,Neptunian,0.0,0.0,Not habitable
HD 23127 b,HD 23127,Radial Velocity,2006,1211.17,13.5,485.32641,223.4,5843.0,1.49,1.208,93.8555,False,Giant,Temperate,0.0,0.35708343,Jovian,1.0,1.0,Not habitable
HD 25171 b,HD 25171,Radial Velocity,2010,1802.29,13.9,290.81445,190.04,6125.0,1.23,1.076,55.6146,False,Giant,Too Cold,0.0,0.23560304,Jovian,0.0,0.0,Not habitable
HATS-65 b,HATS-65,Transit,2018,3.105161,16.824709,260.93843,1634.0,6277.0,1.31,1.257,493.32,False,Giant,Too Hot,0.0,0.055330205,Jovian,0.0,0.0,Not habitable
HATS-66 b,HATS-66,Transit,2018,3.1414391,15.815899,1694.0339,1998.0,6626.0,1.841,1.411,1477.98,False,Giant,Too Hot,0.0,0.057991268,Jovian,0.0,0.0,Not habitable
HD 1397 b,HD 1397,Transit,2018,11.53533,11.500434,131.89945,1228.3,5521.0,2.336,1.324,79.5702,False,Giant,Too Hot,0.0,0.07927807,Jovian,0.0,0.0,Not habitable
HD 64114 b,HD 64114,Radial Velocity,2019,45.791,4.41,17.8,518.51,5676.0,0.882858,0.95,31.5262,False,Sub-Neptune/Neptune,Too Hot,0.0,0.25297848,Neptunian,0.0,0.0,Not habitable
HD 206255 b,HD 206255,Radial Velocity,2019,96.045,6.47,34.2,596.48,5635.0,2.221489,1.42,75.2363,False,Giant,Too Hot,0.0,0.1730362,Neptunian,0.0,0.0,Not habitable
HD 38801 b,HD 38801,Radial Velocity,2009,685.25,12.5,3082.31534,287.8,5338.0,2.029,1.207,91.4349,False,Giant,Temperate,0.0,0.36858449,Jovian,0.0,0.0,Not habitable
HATS-67 b,HATS-67,Transit,2018,1.6091788,18.887165,460.8535,2193.0,6594.0,1.441,1.435,960.109,False,Giant,Too Hot,0.0,0.049227641,Jovian,0.0,0.0,Not habitable
HATS-68 b,HATS-68,Transit,2018,3.5862202,13.809488,410.0007,1741.0,6147.0,1.748,1.351,603.955,False,Giant,Too Hot,0.0,0.065787328,Jovian,0.0,0.0,Not habitable
Gl 378 b,Gl 378,Radial Velocity,2019,3.822,3.66,13.02,830.0,3879.0,0.56,0.56,14.9545,False,Sub-Neptune/Neptune,Too Hot,0.0,0.21646541,Neptunian,0.0,0.0,Not habitable
WASP-190 b,WASP-190,Transit,2019,5.367753,12.89035,317.83,1500.0,6400.0,1.6,1.35,542.251,False,Giant,Too Hot,0.0,0.070166578,Jovian,0.0,0.0,Not habitable
Kepler-1610 c,Kepler-1610,Transit,2023,44.9851885,2.09,5.02,433.0,5295.0,0.8,0.825,864.331,False,Sub-Neptune/Neptune,Too Hot,0.0,0.43428839,Superterran,0.0,0.0,Not habitable
XO-7 b,XO-7,Transit,2019,2.8641424,15.389957,225.34147,1743.0,6250.0,1.48,1.405,234.149,False,Giant,Too Hot,0.0,0.059801296,Jovian,0.0,0.0,Not habitable
HATS-55 b,HATS-55,Transit,2019,4.2042001,14.022459,292.72143,1367.0,6214.0,1.126,1.1955,609.838,False,Giant,Too Hot,0.0,0.066033248,Jovian,0.0,0.0,Not habitable
Kepler-1996 c,Kepler-1996,Transit,2023,92.7297248,2.81,8.3,276.0,4580.0,0.675,0.748,440.561,False,Sub-Neptune/Neptune,Temperate,0.0,0.6180295,Neptunian,0.0,0.0,Not habitable
