pl_name,hostname,discoverymethod,disc_year,pl_orbper,pl_rade,pl_bmasse,pl_eqt,st_teff,st_rad,st_mass,sy_dist
TOI-1107 b,TOI-1107,Transit,2022,4.0782387,14.57167491,1064.72516345,1728.0,6311.0,1.81,1.35,281.314
KOI-319 c,KOI-319,Transit Timing Variations,2014,80.099,11.9,8803.8468739,,5880.0,2.064,1.325,660.138
Kepler-1992 b,Kepler-1992,Transit,2023,15.6112238,0.91,0.693,637.0,5383.0,0.842,0.874,532.955
Kepler-134 b,Kepler-134,Transit,2014,5.317429,2.0,4.66,1105.0,5983.0,1.176,0.956,334.797
TOI-912 b,TOI-912,Transit,2025,4.6780691,1.93,5.1,551.0,3572.0,0.419,0.418,26.1072
TOI-913 b,TOI-913,Transit,2023,11.098644,2.4528,6.59,712.01,4969.0,0.7325,0.82,65.1769
TOI-1105 b,TOI-1105,Transit,2026,10.86818410933,3.05823658,9.58,756.37,4678.46,0.755833,0.74,79.5225
Kepler-559 b,Kepler-559,Transit,2016,17.58752333,3.61,12.7,706.0,5630.0,0.95,0.96,776.708
WASP-34 b,WASP-34,Transit,2010,4.31768,11.209,177.9848,1250.0,5700.0,0.91,0.96,132.096
Kepler-1426 b,Kepler-1426,Transit,2016,14.2563227,1.56,3.05,797.0,5831.0,1.02,1.02,1697.81
OGLE-2014-BLG-0676L b,OGLE-2014-BLG-0676L,Microlensing,2016,,13.1,988.44634577,,,,0.6,1880.0
Kepler-156 b,Kepler-156,Transit,2014,4.973456,2.3,5.9,867.0,5094.0,0.807,0.864,443.483
HATS-64 b,HATS-64,Transit,2018,4.908897,18.819911,305.1168,1793.0,6554.0,2.113,1.564,1080.15
Kepler-610 b,Kepler-610,Transit,2016,6.996926554,4.19,16.3,888.0,5943.0,1.13,1.1,845.824
TOI-2322 c,TOI-2322,Transit,2025,20.225528,1.874,18.1,496.8,4664.0,0.662,0.703,59.861
TOI-2322 b,TOI-2322,Transit,2025,11.30717,0.994,2.31,603.1,4664.0,0.662,0.703,59.861
Kepler-524 c,Kepler-524,Transit,2016,1.88897906,0.96,0.84,1574.0,6014.0,1.1,1.09,1058.24
Kepler-398 c,Kepler-398,Transit,2014,11.419412,1.01,1.01,536.0,4493.0,0.613,0.649,177.355
Kepler-1916 b,Kepler-1916,Transit,2021,31.25429916,2.61757235,7.35,635.0,6246.0,1.092,1.18,2055.82
TIC 320419023 b,TIC 320419023,Transit,2026,5.26375651589,2.77280763,8.11,,5703.36,0.952319,1.056,288.893
HD 108236 f,HD 108236,Transit,2021,29.54115,2.017,4.72,609.59,5660.0,0.877,0.869,64.5978
Kepler-1617 b,Kepler-1617,Transit,2016,27.4785572,1.2,1.87,736.0,6167.0,1.22,1.15,898.31
HD 206893 c,HD 206893,Imaging,2022,2290.0,16.36511182,3527.8953177,1181.9,6500.0,1.31116,1.31,40.7583
TOI-4527.01,TOI-4527,Transit,2024,0.3994445,0.9086617,0.689,1362.93,3702.0,0.485948,0.483901,18.1037
K2-255 b,K2-255,Transit,2018,1.96417,2.9,8.75,1034.0,4676.0,0.69,0.71,191.608
Kepler-1678 b,Kepler-1678,Transit,2020,147.974,3.30422249,10.9,329.0,5754.0,0.834976,1.03,847.339
HD 224018 b,HD 224018,Radial Velocity,2025,10.6413,0.91,4.1,968.0,5784.0,1.147,1.013,105.48
Kepler-1334 b,Kepler-1334,Transit,2016,15.64591713,2.29,5.86,710.0,5614.0,0.91,0.94,1223.04
Kepler-480 b,Kepler-480,Transit,2016,4.919583795,2.78,8.15,1312.0,6322.0,1.34,1.25,847.508
Kepler-1382 b,Kepler-1382,Transit,2016,16.3583055,1.88,4.19,959.0,6161.0,1.72,1.36,738.261
TOI-2068 b,TOI-2068,Transit,2024,7.768915,1.821,3.97,520.62,3710.0,0.535,0.559,52.9328
Kepler-1030 b,Kepler-1030,Transit,2016,19.32952416,2.48,6.71,529.0,4983.0,0.76,0.8,758.702
HD 153950 b,HD 153950,Radial Velocity,2008,499.39999,13.2,937.5985,295.3,6124.0,1.28,1.25,48.4549
CoRoT-11 b,CoRoT-11,Transit,2010,2.99433,16.03,740.51,1657.0,6440.0,1.37,1.27,655.037
TOI-286 c,TOI-286,Transit,2024,39.361826,1.88,3.72,475.0,5152.0,0.78,0.832,59.2293
TOI-1806.01,TOI-1806,Transit,2024,15.1454693,3.4095367,11.5,337.47,3272.0,0.401575,0.392935,55.5211
TOI-4443.01,TOI-4443,Transit,2024,1.8498567,1.7193265,3.6,1638.82,5834.0,1.01733,1.049133,56.0739
K2-141 c,K2-141,Transit,2018,7.7485,7.0,8.0,695.0,4570.0,0.681,0.708,61.8736
K2-232 b,K2-232,Transit,2018,11.168454,11.209,126.49634,1030.0,6154.0,1.161,1.188,130.72
GJ 1132 c,GJ 1132,Radial Velocity,2018,8.929,1.52,2.91,300.0,3090.0,0.226,0.198,12.613
55 Cnc b,55 Cnc,Radial Velocity,1996,14.651552,13.9,263.9785,700.0,5198.0,0.98,1.015,12.5855
55 Cnc c,55 Cnc,Radial Velocity,2004,44.3936,8.51,54.4738,499.27,5198.0,0.98,1.015,12.5855
55 Cnc d,55 Cnc,Radial Velocity,2002,4799.0,13.0,1232.493,104.85,5198.0,0.98,1.015,12.5855
55 Cnc e,55 Cnc,Radial Velocity,2004,0.7365474,1.875,7.99,1958.0,5172.0,0.943,0.905,12.5855
55 Cnc f,55 Cnc,Radial Velocity,2007,260.58,7.59,44.812,277.07,5198.0,0.98,1.015,12.5855
GJ 1214 b,GJ 1214,Transit,2009,1.580404531,2.733,8.41,567.0,3101.0,0.2162,0.182,14.6427
GJ 436 b,GJ 436,Radial Velocity,2004,2.64388312,4.17,22.1,686.0,3586.11,0.455,0.47,9.75321
HAT-P-12 b,HAT-P-12,Transit,2009,3.2130598,10.749,67.059,963.0,4650.0,0.701,0.733,142.751
HAT-P-13 b,HAT-P-13,Transit,2009,2.91625,14.258,270.462,1740.0,5653.0,1.756,1.32,246.81
HAT-P-13 c,HAT-P-13,Radial Velocity,2009,446.27,12.3,4538.421,340.0,5653.0,1.756,1.32,246.81
HAT-P-14 b,HAT-P-14,Transit,2010,4.62767,15.91678,1093.3352,1624.0,6600.0,1.82,2.65,222.663
HAT-P-17 b,HAT-P-17,Transit,2012,10.33852,11.76945,184.3414,800.0,5246.0,0.87,0.99,92.3831
HAT-P-17 c,HAT-P-17,Radial Velocity,2012,5584.0,13.1,1080.6,99.59,5336.96,0.838682,0.92,92.3831
HAT-P-18 b,HAT-P-18,Transit,2010,5.5080291,10.70457657,55.5246227,841.0,4870.0,0.717,0.77,161.4
HAT-P-1 b,HAT-P-1,Transit,2006,4.46529976,14.784671,166.86075,1322.0,5980.0,1.174,1.151,158.979
HAT-P-26 b,HAT-P-26,Transit,2010,4.23452,7.06167,22.2481,1080.0,5079.0,0.87,1.12,141.837
HAT-P-30 b,HAT-P-30,Transit,2011,2.8106,16.14096,263.7989,1630.0,6304.0,1.31,1.55,213.985
HAT-P-32 b,HAT-P-32,Transit,2011,2.1500082,22.19382,216.1244,1835.7,6001.0,1.367,1.132,289.205
HD 149026 b,HD 149026,Radial Velocity,2005,2.87589,8.29466,120.7754,1626.0,6179.0,1.41,1.42,75.8643
HD 189733 b,HD 189733,Radial Velocity,2005,2.21857567,12.66617,359.1479,1209.0,5052.0,0.75,0.79,19.7638
HD 209458 b,HD 209458,Radial Velocity,1999,3.52474859,15.58051,232.0159,1459.0,6091.0,1.19,1.23,48.3016
HD 80606 b,HD 80606,Radial Velocity,2001,111.436765,11.56766808,1323.46926959,405.0,5565.0,1.05,1.05,66.4711
HD 86226 b,HD 86226,Radial Velocity,2009,1628.0,14.3,143.0235,176.0,5863.0,1.053,1.019,45.683
TrES-4 b,TrES-4,Transit,2007,3.55395,18.04649,247.9074,1778.0,6200.0,1.66,1.08,515.98
WASP-12 b,WASP-12,Transit,2008,1.091418901,22.02564708,467.2101,2601.0,6265.0,1.69,1.325,427.246
WASP-15 b,WASP-15,Transit,2009,3.7521,15.80469,171.6282,1676.0,6300.0,1.48,1.18,282.091
WASP-17 b,WASP-17,Transit,2009,3.73543,20.96083,247.9074,1755.0,6550.0,1.49,2.28,405.908
WASP-18 b,WASP-18,Transit,2009,0.94145223,13.89913607,3241.8497514,2429.0,6432.0,1.319,1.294,123.483
WASP-19 b,WASP-19,Transit,2009,0.78883852,15.86070769,366.77398168,2113.0,5616.0,1.006,0.965,268.325
WASP-25 b,WASP-25,Transit,2010,3.7648337,13.80946422,179.25522155,1217.0,5697.0,0.884,0.962,211.416
WASP-39 b,WASP-39,Transit,2011,4.0552941,14.336311,89.31023,1166.0,5485.0,0.939,0.913,213.982
WASP-43 b,WASP-43,Transit,2011,0.813475,10.424,565.714,1426.7,4400.0,0.6,0.58,86.7467
WASP-6 b,WASP-6,Transit,2009,3.3610026,12.5428494,148.42586607,1167.0,5438.0,0.79,0.854,197.119
GJ 3470 b,GJ 3470,Radial Velocity,2012,3.3366496,4.57,13.9,593.5,3600.0,0.547,0.539,29.4214
WASP-47 b,WASP-47,Transit,2012,4.159151,12.86,374.0,1275.0,5565.0,1.156,1.058,264.78
WASP-63 b,WASP-63,Transit,2012,4.37808,15.80469,117.5971,1469.91,5550.0,1.86,1.28,290.684
WASP-52 b,WASP-52,Transit,2012,1.7497798,14.24,146.2,1315.0,5000.0,0.79,0.87,174.818
WASP-77 A b,WASP-77 A,Transit,2012,1.360029395,13.56,529.31142902,1674.0,5617.0,0.91,0.903,105.166
WASP-80 b,WASP-80,Transit,2012,3.06785234,11.197791,170.99254,825.0,4143.0,0.586,0.577,49.7876
WASP-103 b,WASP-103,Transit,2014,0.925542,17.127,473.547,2508.0,6110.0,1.436,1.22,375.647
WASP-96 b,WASP-96,Transit,2014,3.4252602,13.45,152.55,1285.0,5540.0,1.05,1.06,352.464
WASP-94 A b,WASP-94 A,Transit,2014,3.95019,17.71022,158.915,1604.0,6170.0,1.48,1.67,211.211
WASP-94 B b,WASP-94 B,Radial Velocity,2014,2.00839,14.1,196.411,1848.91,6040.0,1.35,1.24,208.696
WASP-69 b,WASP-69,Transit,2014,3.86813881,11.21,82.58,971.0,4792.0,0.801,0.83,49.9605
WASP-84 b,WASP-84,Transit,2014,8.52349648,10.72,220.0,732.0,5280.0,0.768,0.853,100.588
WASP-20 b,WASP-20,Transit,2015,4.89964477,15.46839337,98.841,1362.0,5940.0,1.242,1.2,211.877
HATS-6 b,HATS-6,Transit,2015,3.3252725,11.186582,101.38777,712.8,3724.0,0.57,0.574,169.318
KELT-7 b,KELT-7,Transit,2015,2.73477,17.9344,441.7837,2048.0,6768.0,1.81,1.76,136.681
K2-18 b,K2-18,Transit,2015,32.939623,2.37,8.92,284.0,3457.0,0.411,0.359,38.0266
KELT-8 b,KELT-8,Transit,2015,3.24406,18.15858,209.7678,1675.0,5754.0,1.46,0.81,197.572
K2-22 b,K2-22,Transit,2015,0.381073,2.3,444.962,2100.0,3879.0,0.58,0.595292,243.836
WASP-47 c,WASP-47,Radial Velocity,2015,589.57,,447.0,247.0,5565.0,1.156,1.058,264.78
WASP-47 d,WASP-47,Transit,2015,9.030501,3.65,15.5,885.0,5565.0,1.156,1.058,264.78
WASP-47 e,WASP-47,Transit,2015,0.78961,1.83,9.0,1992.0,5565.0,1.156,1.058,264.78
GJ 1132 b,GJ 1132,Transit,2015,1.62892911,1.19151465,1.83704819,583.8,3229.0,0.2211,0.1945,12.613
WASP-76 b,WASP-76,Transit,2016,1.80988198,20.78145022,284.13859586,2228.0,6329.0,1.756,1.458,194.459
KELT-4 A b,KELT-4 A,Transit,2016,2.9895932,19.044091,286.68266,1823.0,6206.0,1.603,1.201,218.05
TRAPPIST-1 b,TRAPPIST-1,Transit,2016,1.510826,1.116,1.374,397.6,2566.0,0.1192,0.0898,12.42988881
TRAPPIST-1 c,TRAPPIST-1,Transit,2016,2.421937,1.097,1.308,339.7,2566.0,0.1192,0.0898,12.42988881
TRAPPIST-1 d,TRAPPIST-1,Transit,2016,4.049219,0.788,0.388,286.2,2566.0,0.1192,0.0898,12.42988881
K2-34 b,K2-34,Transit,2016,2.9956348,13.75,539.67534,1687.0,6168.0,1.42,1.16,348.646
WASP-121 b,WASP-121,Transit,2016,1.27492504,19.52604438,371.85923619,2409.0,6628.0,1.461,1.33,269.898
HIP 41378 b,HIP 41378,Transit,2016,15.57209,2.64,6.9,959.0,6290.0,1.3,1.22,106.289
HIP 41378 c,HIP 41378,Transit,2016,31.70591,2.74,5.97,757.0,6290.0,1.3,1.22,106.289
HIP 41378 d,HIP 41378,Transit,2016,278.3618,3.65,6.53,367.0,6290.0,1.3,1.22,106.289
HIP 41378 e,HIP 41378,Transit,2016,393.0,5.19,7.62,335.0,6290.0,1.3,1.22,106.289
HIP 41378 f,HIP 41378,Transit,2016,542.0797,9.47,25.0,294.0,6290.0,1.3,1.22,106.289
HD 3167 b,HD 3167,Transit,2016,0.95965451,1.601,4.844,1781.0,5338.0,0.871,0.864,47.2899
HD 3167 c,HD 3167,Transit,2016,29.846511,2.983,11.41,567.0,5338.0,0.871,0.864,47.2899
HAT-P-65 b,HAT-P-65,Transit,2016,2.60544751,18.05766791,176.07693748,1818.0,5872.0,1.666,1.297,738.519
WASP-131 b,WASP-131,Transit,2016,5.3220125,13.74221034,86.76715511,1460.0,5990.0,1.561,1.06,200.075
WASP-139 b,WASP-139,Transit,2016,5.924262,8.9672,37.18611,910.0,5310.0,0.8,0.92,212.472
WASP-127 b,WASP-127,Transit,2016,4.17806203,14.694999,52.346601,1400.0,5620.0,1.333,0.95,159.507
TRAPPIST-1 e,TRAPPIST-1,Transit,2017,6.101013,0.92,0.692,249.7,2566.0,0.1192,0.0898,12.42988881
TRAPPIST-1 f,TRAPPIST-1,Transit,2017,9.20754,1.045,1.039,217.7,2566.0,0.1192,0.0898,12.42988881
TRAPPIST-1 g,TRAPPIST-1,Transit,2017,12.352446,1.129,1.321,197.3,2566.0,0.1192,0.0898,12.42988881
TRAPPIST-1 h,TRAPPIST-1,Transit,2017,18.772866,0.755,0.326,171.7,2566.0,0.1192,0.0898,12.42988881
HD 106315 b,HD 106315,Transit,2017,9.55237,2.44,12.6,1153.0,6327.0,1.296,1.091,109.353
HD 106315 c,HD 106315,Transit,2017,21.05704,4.35,15.2,886.0,6327.0,1.296,1.091,109.353
LHS 1140 b,LHS 1140,Transit,2017,24.73723,1.73,5.6,226.0,3096.0,0.2159,0.1844,14.9861
KELT-11 b,KELT-11,Transit,2017,4.73620865,15.13212395,65.15482343,1712.0,5375.0,2.69,1.44,99.1596
KELT-9 b,KELT-9,Transit,2017,1.4811235,21.70058664,915.34581216,3921.0,9270.0,2.418,2.32,204.455
HD 3167 d,HD 3167,Radial Velocity,2017,8.3967,2.61,7.3,865.0,5338.0,0.871,0.864,47.2899
WASP-107 b,WASP-107,Transit,2017,5.7214875,10.48039695,33.02237149,736.0,4425.0,0.657,0.683,64.7414
GJ 9827 b,GJ 9827,Transit,2017,1.208974,1.44,4.28,1035.01,4236.0,0.58,0.62,29.661
GJ 9827 c,GJ 9827,Transit,2017,3.648103,1.13,1.86,715.94,4236.0,0.58,0.62,29.661
GJ 9827 d,GJ 9827,Transit,2017,6.20183,1.98,3.02,675.0,4236.0,0.58,0.62,29.661
KELT-20 b,KELT-20,Transit,2017,3.4741085,19.514869,1074.90106,2262.0,8720.0,1.565,1.76,136.426
K2-18 c,K2-18,Radial Velocity,2017,8.962,2.65,7.51,363.0,3457.0,0.411,0.359,38.0266
K2-141 b,K2-141,Transit,2018,0.2803244,1.51,4.97,2103.0,4570.0,0.681,0.708,61.8736
HAT-P-11 c,HAT-P-11,Radial Velocity,2018,3361.0,13.2,851.78013076,91.58,4653.0,0.683,0.811,37.7647
NGTS-2 b,NGTS-2,Transit,2018,4.511164,17.878355,235.1942,1468.0,6478.0,1.702,1.64,356.391
WASP-164 b,WASP-164,Transit,2018,1.7771255,12.643752,676.9779,1610.0,5806.0,0.932,0.946,327.506
LHS 1140 c,LHS 1140,Transit,2018,3.77794,1.272,1.91,422.0,3096.0,0.2159,0.1844,14.9861
K2-287 b,K2-287,Transit,2018,14.893291,9.494023,100.11645,804.0,5695.0,1.07,1.056,158.335
LHS 3844 b,LHS 3844,Transit,2019,0.462929709,1.286,2.37,816.0,3080.0,0.189,0.151,14.8846
HD 15337 b,HD 15337,Transit,2019,4.7559804,1.77,6.519,1001.0,5131.0,0.855,0.829,44.8155
HD 15337 c,HD 15337,Transit,2019,17.180546,2.526,6.792,656.1,5131.0,0.855,0.829,44.8155
L 98-59 b,L 98-59,Transit,2019,2.253114,0.837,0.46,620.0,3415.0,0.3155,0.2923,10.6194
L 98-59 c,L 98-59,Transit,2019,3.6906764,1.329,2.0,526.0,3415.0,0.3155,0.2923,10.6194
L 98-59 d,L 98-59,Transit,2019,7.450729,1.627,1.64,416.0,3415.0,0.3155,0.2923,10.6194
V1298 Tau b,V1298 Tau,Transit,2019,24.140006,9.41,13.1,666.0,4970.0,1.32,1.1,108.199
WASP-166 b,WASP-166,Transit,2019,5.44354,7.06167,32.10083,1270.0,6050.0,1.22,1.19,114.173
TOI-270 b,TOI-270,Transit,2019,3.35992,1.28,1.48,600.0,3506.0,0.38,0.386,22.4793
TOI-270 c,TOI-270,Transit,2019,5.66051,2.33,6.2,489.0,3506.0,0.38,0.386,22.4793
TOI-270 d,TOI-270,Transit,2019,11.38194,2.0,4.2,383.0,3506.0,0.38,0.386,22.4793
GJ 357 b,GJ 357,Transit,2019,3.9306,1.2,1.83,518.0,3505.0,0.337,0.342,9.44181
GJ 357 c,GJ 357,Radial Velocity,2019,9.1247,1.66,3.4,401.2,3505.0,0.337,0.342,9.44181
GJ 357 d,GJ 357,Radial Velocity,2019,55.661,2.34,6.1,219.6,3505.0,0.337,0.342,9.44181
LTT 1445 A b,LTT 1445 A,Transit,2019,5.3587635,1.34,2.73,431.0,3562.0,0.271,0.257,6.86929
WASP-178 b,WASP-178,Transit,2019,3.3448285,20.28829,527.5978,2470.0,9360.0,1.67,2.07,427.678
V1298 Tau c,V1298 Tau,Transit,2019,8.249164,5.08,4.7,953.0,4970.0,1.32,1.1,108.199
V1298 Tau d,V1298 Tau,Transit,2019,12.401394,6.53,6.0,831.0,4970.0,1.32,1.1,108.199
V1298 Tau e,V1298 Tau,Transit,2019,48.677714,10.17,15.3,527.0,4970.0,1.32,1.1,108.199
LP 791-18 b,LP 791-18,Transit,2019,0.9479981,1.212,1.94,564.3,2960.0,0.182,0.139,26.4927
LP 791-18 c,LP 791-18,Transit,2019,4.98991,2.488,7.16,324.4,2960.0,0.182,0.139,26.4927
TOI-125 b,TOI-125,Transit,2019,4.65382,2.726,9.5,1037.0,5320.0,0.848,0.859,111.059
TOI-125 c,TOI-125,Transit,2019,9.15059,2.759,6.63,827.8,5320.0,0.848,0.859,111.059
L 168-9 b,L 168-9,Transit,2020,1.40152604,1.63,4.07,998.0,3842.0,0.604,0.614,25.1496
TOI-125 d,TOI-125,Transit,2020,19.98,2.93,13.6,638.1,5320.0,0.848,0.859,111.059
HATS-48 A b,HATS-48 A,Transit,2020,3.1316666,8.9672,77.23269,954.6,4546.0,0.7152,0.7279,263.609
HATS-72 b,HATS-72,Transit,2020,7.3279474,8.0973816,39.855882,739.3,4656.1,0.7214,0.7311,127.589
NGTS-10 b,NGTS-10,Transit,2020,0.7668944,13.89913607,687.14846,1508.0,4567.0,0.7,0.696,324.69865036
TOI-1130 b,TOI-1130,Transit,2020,4.074554,3.66,19.8,825.0,4360.0,0.697,0.745,58.2609
TOI-1130 c,TOI-1130,Transit,2020,8.3501898,13.0,336.0,650.0,4360.0,0.697,0.745,58.2609
TOI-677 b,TOI-677,Transit,2020,11.2365985,13.11450742,392.20025424,1252.0,6295.0,1.28,1.181,141.812
LTT 3780 b,LTT 3780,Transit,2020,0.76837931,1.325,2.46,903.0,3358.0,0.38,0.381,21.9814
LTT 3780 c,LTT 3780,Transit,2020,12.252284,2.39,8.04,359.0,3358.0,0.38,0.381,21.9814
TOI-1338 b,TOI-1338 A,Transit,2020,95.4001,7.661,11.3,254.65,5723.2,1.313,1.0936,399.017
AU Mic b,AU Mic,Transit,2020,8.463446,4.79,8.99,554.8,3540.0,0.862,0.635,9.7221
WASP-148 b,WASP-148,Transit,2020,8.803809,8.47398941,91.21675281,940.0,5555.0,0.912,0.954,246.353
WASP-148 c,WASP-148,Radial Velocity,2020,34.524,13.9,124.58873554,590.0,5555.0,0.912,0.954,246.353
NGTS-11 b,NGTS-11,Transit,2020,35.45533,9.157753,109.33352,435.0,5050.0,0.832,0.862,190.422
TOI-849 b,TOI-849,Transit,2020,0.765548,3.64,41.8,1932.0,5257.0,0.97,0.97,225.734
TOI-700 b,TOI-700,Transit,2020,9.977219,0.914,0.704,417.0,3459.0,0.421,0.415,31.1265
TOI-700 c,TOI-700,Transit,2020,16.051137,2.6,7.27,356.0,3459.0,0.421,0.415,31.1265
TOI-700 d,TOI-700,Transit,2020,37.42396,1.073,1.25,268.8,3459.0,0.421,0.415,31.1265
HIP 67522 b,HIP 67522,Transit,2020,6.9594731,9.9872018,71.4,1175.0,5675.0,1.38,1.22,127.28
TOI-1899 b,TOI-1899,Transit,2020,29.090312,11.09689089,212.94503269,378.0,3926.0,0.607,0.632,128.438
HD 86226 c,HD 86226,Transit,2020,3.98442,2.16,7.25,1311.0,5863.0,1.053,1.019,45.683
WD 1856+534 b,WD 1856+534,Transit,2020,1.4079405,10.4,4386.054,163.0,4710.0,0.0131,0.518,24.7359
LTT 9779 b,LTT 9779,Transit,2020,0.792052,4.72,29.32,1978.0,5443.0,0.949,1.02,80.4373
TOI-824 b,TOI-824,Transit,2020,1.392978,2.926,18.467,1253.0,4600.0,0.695,0.71,63.9262
TOI-421 b,TOI-421,Transit,2020,5.197576,2.64,6.7,922.0,5291.0,0.866,0.833,74.7969
TOI-421 c,TOI-421,Transit,2020,16.067541,5.09,14.1,635.0,5291.0,0.866,0.833,74.7969
GJ 3473 b,GJ 3473,Transit,2020,1.1980035,1.264,1.86,773.0,3347.0,0.364,0.36,27.3644
GJ 3473 c,GJ 3473,Radial Velocity,2020,15.509,2.63,7.41,329.1,3347.0,0.364,0.36,27.3644
WASP-107 c,WASP-107,Radial Velocity,2020,1091.0,13.0,111.23994245,,4425.0,0.657,0.683,64.7414
TOI-776 b,TOI-776,Transit,2020,8.24662,1.798,5.0,520.0,3725.0,0.547,0.542,27.1701
TOI-776 c,TOI-776,Transit,2020,15.665323,2.047,6.9,420.0,3725.0,0.547,0.542,27.1701
TOI-561 b,TOI-561,Transit,2020,0.4465697,1.397,2.02,2319.0,5342.0,0.843,0.806,85.799
TOI-561 c,TOI-561,Transit,2020,10.778838,2.865,5.93,802.0,5342.0,0.843,0.806,85.799
TOI-561 d,TOI-561,Transit,2020,25.71268,2.615,13.33,600.0,5342.0,0.843,0.806,85.799
TOI-561 e,TOI-561,Transit,2020,77.144,2.517,12.4,416.0,5342.0,0.843,0.806,85.799
TOI-451 b,TOI-451,Transit,2020,1.8587033,1.84,4.7,1474.0,5490.0,0.85,0.93,123.739
TOI-451 c,TOI-451,Transit,2020,9.192463,2.93,3.7,865.0,5490.0,0.85,0.93,123.739
TOI-451 d,TOI-451,Transit,2020,16.364962,3.93,10.2,714.0,5490.0,0.85,0.93,123.739
TOI-178 b,TOI-178,Transit,2021,1.9145601,1.2,0.96,1040.0,4316.0,0.662,0.647,62.699
TOI-178 c,TOI-178,Transit,2021,3.238486,1.754,4.64,873.0,4316.0,0.662,0.647,62.699
TOI-178 d,TOI-178,Transit,2021,6.557569,2.695,5.2,690.0,4316.0,0.662,0.647,62.699
TOI-178 e,TOI-178,Transit,2021,9.96318,2.301,3.48,600.0,4316.0,0.662,0.647,62.699
TOI-178 f,TOI-178,Transit,2021,15.23335,2.417,5.63,521.0,4316.0,0.662,0.647,62.699
TOI-178 g,TOI-178,Transit,2021,20.71663,2.939,4.4,470.0,4316.0,0.662,0.647,62.699
GJ 486 b,GJ 486,Radial Velocity,2021,1.46712127,1.289,2.77,696.3,3317.0,0.3243,0.312,8.07426
LHS 1478 b,LHS 1478,Transit,2021,1.9495378,1.242,2.33,595.0,3381.0,0.246,0.236,18.2276
TOI-1231 b,TOI-1231,Transit,2021,24.245586,3.65,15.4,329.6,3553.0,0.476,0.485,27.6227
TOI-674 b,TOI-674,Transit,2021,1.977143,5.25,23.6,635.0,3514.0,0.42,0.42,46.0851
TOI-1685 b,TOI-1685,Transit,2021,0.66913923,1.421,3.07,1000.0,3470.0,0.462,0.466,37.6153
TOI-1807 b,TOI-1807,Transit,2021,0.54937097,1.49681583,2.44,1694.1,4914.0,0.746,0.8048,42.5775
TOI-2076 b,TOI-2076,Transit,2021,10.35504,2.59,6.7,736.0,5187.0,0.758,0.849,41.9091
TOI-2076 c,TOI-2076,Transit,2021,21.01447,3.54,7.2,581.0,5187.0,0.758,0.849,41.9091
TOI-2076 d,TOI-2076,Transit,2021,35.12803,3.27,7.3,490.0,5187.0,0.758,0.849,41.9091
AU Mic c,AU Mic,Transit,2021,18.859023,2.79,14.46,424.7,3540.0,0.862,0.635,9.7221
TOI-431 b,TOI-431,Transit,2021,0.490047,1.28,3.07,1862.0,4850.0,0.731,0.78,32.5686
TOI-431 c,TOI-431,Radial Velocity,2021,4.8494,1.49,2.83,867.0,4850.0,0.731,0.78,32.5686
TOI-431 d,TOI-431,Transit,2021,12.46103,3.29,9.9,633.0,4850.0,0.731,0.78,32.5686
L 98-59 e,L 98-59,Radial Velocity,2021,12.8278,1.49,2.82,347.0,3415.0,0.3155,0.2923,10.6194
HD 63935 b,HD 63935,Transit,2021,9.058807,2.91575244,10.5,825.22,5513.0,0.9598,0.9406,48.9739
HD 63935 c,HD 63935,Radial Velocity,2021,21.4027,3.06451296,11.1,619.59,5513.0,0.9598,0.9406,48.9739
GJ 367 b,GJ 367,Transit,2021,0.3219226,0.736,0.503,1329.0,3535.0,0.457,0.451,9.41263
TOI-2109 b,TOI-2109,Transit,2021,0.67247414,15.098497,1595.49860314,3646.0,6540.0,1.698,1.453,262.041
HATS-75 b,HATS-75,Transit,2021,2.7886556,9.90873894,156.05374784,772.3,3790.4,0.5848,0.6017,194.964
LTT 1445 A c,LTT 1445 A,Transit,2022,3.1239035,1.147,1.54,508.0,3340.0,0.265,0.257,6.86929
TOI-500 b,TOI-500,Transit,2022,0.548177,1.166,1.42,1617.0,4440.0,0.678,0.74,47.3924
TOI-1075 b,TOI-1075,Transit,2022,0.6047328,1.791,9.95,1323.0,3875.0,0.581,0.604,61.4592
TOI-1442 b,TOI-1442,Transit,2022,0.4090677,1.17,1.71,1072.0,3330.0,0.31,0.29,41.1659
TOI-2260 b,TOI-2260,Transit,2022,0.3524728,1.62,3.26,2609.0,5534.0,0.94,0.99,101.251
TOI-2445 b,TOI-2445,Transit,2022,0.3711281,1.25,2.1,1060.0,3333.0,0.27,0.25,48.582
GJ 3929 b,GJ 3929,Transit,2022,2.616235,1.09,1.75,568.0,3384.0,0.32,0.313,15.8095
WASP-189 b,WASP-189,Transit,2020,2.724033,18.14733975,632.47852993,3353.0,8000.0,2.36,2.03,99.731
TOI-1670 b,TOI-1670,Transit,2022,10.98462,2.06,41.31769291,1062.0,6170.0,1.316,1.21,168.067
TOI-1670 c,TOI-1670,Transit,2022,40.74976,11.06326395,200.23189641,684.0,6170.0,1.316,1.21,168.067
TOI-500 c,TOI-500,Radial Velocity,2022,6.6356,2.09,5.03,,4440.0,0.678,0.74,47.3924
TOI-500 d,TOI-500,Radial Velocity,2022,26.233,6.35,33.12,,4440.0,0.678,0.74,47.3924
TOI-500 e,TOI-500,Radial Velocity,2022,61.3,3.99,15.05,,4440.0,0.678,0.74,47.3924
